Gmt time,Open,High,Low,Close,Volume
01.07.2022 00:00:00.000,1.21608,1.21612,1.21584,1.21586,64809997.5586
01.07.2022 00:01:00.000,1.21588,1.21589,1.21558,1.21564,76129997.2534
01.07.2022 00:02:00.000,1.21565,1.21590,1.21560,1.21570,142789993.2861
01.07.2022 00:03:00.000,1.21571,1.21595,1.21568,1.21580,113000000
01.07.2022 00:04:00.000,1.21579,1.21595,1.21570,1.21592,99440002.4414
01.07.2022 00:05:00.000,1.21591,1.21620,1.21591,1.21600,106910003.6621
01.07.2022 00:06:00.000,1.21598,1.21600,1.21569,1.21579,79510002.1362
01.07.2022 00:07:00.000,1.21581,1.21592,1.21577,1.21579,113059997.5586
01.07.2022 00:08:00.000,1.21580,1.21581,1.21570,1.21572,99940002.4414
01.07.2022 00:09:00.000,1.21571,1.21571,1.21549,1.21563,93800003.0518
01.07.2022 00:10:00.000,1.21564,1.21571,1.21560,1.21562,95209999.0845
01.07.2022 00:11:00.000,1.21561,1.21563,1.21553,1.21553,51299999.2371
01.07.2022 00:12:00.000,1.21554,1.21564,1.21548,1.21549,64800003.0518
01.07.2022 00:13:00.000,1.21549,1.21564,1.21549,1.21550,95599998.4741
01.07.2022 00:14:00.000,1.21549,1.21560,1.21538,1.21541,54479999.5422
01.07.2022 00:15:00.000,1.21541,1.21569,1.21541,1.21555,103019996.6431
01.07.2022 00:16:00.000,1.21554,1.21579,1.21552,1.21579,63840000.1526
01.07.2022 00:17:00.000,1.21578,1.21581,1.21550,1.21550,25090000.1526
01.07.2022 00:18:00.000,1.21553,1.21575,1.21553,1.21571,74830001.8311
01.07.2022 00:19:00.000,1.21569,1.21576,1.21564,1.21575,54840000.1526
01.07.2022 00:20:00.000,1.21574,1.21581,1.21569,1.21570,47849998.4741
01.07.2022 00:21:00.000,1.21570,1.21574,1.21554,1.21560,91769996.6431
01.07.2022 00:22:00.000,1.21561,1.21570,1.21558,1.21565,71970001.2207
01.07.2022 00:23:00.000,1.21565,1.21589,1.21565,1.21589,106739997.8638
01.07.2022 00:24:00.000,1.21587,1.21605,1.21587,1.21599,106430000.3052
01.07.2022 00:25:00.000,1.21599,1.21600,1.21570,1.21570,54470001.2207
01.07.2022 00:26:00.000,1.21572,1.21579,1.21557,1.21559,50869998.9319
01.07.2022 00:27:00.000,1.21559,1.21560,1.21557,1.21560,35520000.4578
01.07.2022 00:28:00.000,1.21558,1.21573,1.21558,1.21570,56040000.9155
01.07.2022 00:29:00.000,1.21571,1.21591,1.21568,1.21586,46650001.5259
01.07.2022 00:30:00.000,1.21587,1.21590,1.21569,1.21569,75730003.3569
01.07.2022 00:31:00.000,1.21570,1.21576,1.21566,1.21570,76720001.2207
01.07.2022 00:32:00.000,1.21569,1.21569,1.21519,1.21519,72040000.9155
01.07.2022 00:33:00.000,1.21522,1.21523,1.21509,1.21516,59209999.0845
01.07.2022 00:34:00.000,1.21518,1.21527,1.21516,1.21519,57080001.8311
01.07.2022 00:35:00.000,1.21519,1.21538,1.21517,1.21531,69669998.1689
01.07.2022 00:36:00.000,1.21531,1.21531,1.21516,1.21520,53419998.1689
01.07.2022 00:37:00.000,1.21519,1.21538,1.21519,1.21533,92980003.3569
01.07.2022 00:38:00.000,1.21531,1.21533,1.21510,1.21518,38220001.2207
01.07.2022 00:39:00.000,1.21517,1.21519,1.21501,1.21507,78760002.1362
01.07.2022 00:40:00.000,1.21509,1.21538,1.21508,1.21533,82599998.4741
01.07.2022 00:41:00.000,1.21533,1.21550,1.21529,1.21538,57720001.2207
01.07.2022 00:42:00.000,1.21537,1.21537,1.21522,1.21527,59400001.5259
01.07.2022 00:43:00.000,1.21528,1.21539,1.21528,1.21529,78110000.6104
