Gmt time,Open,High,Low,Close,Volume
2022-01-07 00:00:00,1.2160250000000001,1.2160600000000001,1.215785,1.2158,90739997.86375
2022-01-07 00:01:00,1.21581,1.215825,1.215525,1.21558,102179996.49045
2022-01-07 00:02:00,1.21559,1.2158449999999998,1.215545,1.21564,166269996.64305001
2022-01-07 00:03:00,1.2156500000000001,1.215885,1.2156150000000001,1.21573,153190002.4414
2022-01-07 00:04:00,1.215725,1.215885,1.215635,1.2158449999999998,126325004.57765001
2022-01-07 00:05:00,1.21584,1.2161499999999998,1.215835,1.215925,159800003.05175
2022-01-07 00:06:00,1.2159200000000001,1.21594,1.21562,1.21573,110395000.45775
2022-01-07 00:07:00,1.215745,1.215855,1.215705,1.21573,134864997.86375
2022-01-07 00:08:00,1.21574,1.215745,1.21563,1.2156449999999999,129794998.16894999
2022-01-07 00:09:00,1.215635,1.215645,1.215425,1.215565,107045001.98365
2022-01-07 00:10:00,1.21557,1.215645,1.21553,1.21556,108169998.16894999
2022-01-07 00:11:00,1.21555,1.21556,1.21546,1.215465,68969999.31334999
2022-01-07 00:12:00,1.215495,1.2155900000000002,1.215415,1.2154500000000001,69015003.20435
2022-01-07 00:13:00,1.215455,1.21557,1.21542,1.21544,97719997.40599999
2022-01-07 00:14:00,1.21543,1.215545,1.215345,1.21537,57760000.22885
2022-01-07 00:15:00,1.215375,1.21564,1.21536,1.215515,85219997.40599999
2022-01-07 00:16:00,1.21551,1.2157399999999998,1.21546,1.2157399999999998,54045000.076299995
2022-01-07 00:17:00,1.2157300000000002,1.215745,1.2154449999999999,1.2154449999999999,38030000.68665
2022-01-07 00:18:00,1.215465,1.21569,1.215465,1.21564,58360000.61035
2022-01-07 00:19:00,1.215635,1.2157049999999998,1.215575,1.2156950000000002,45040000.91554999
2022-01-07 00:20:00,1.215705,1.2157550000000001,1.21564,1.2156500000000001,33799999.23705
2022-01-07 00:21:00,1.215655,1.2156799999999999,1.21548,1.215545,65479997.634899996
2022-01-07 00:22:00,1.215535,1.21563,1.215515,1.21557,81690002.44139999
2022-01-07 00:23:00,1.2155749999999999,1.21582,1.2155749999999999,1.21582,127429996.4905
2022-01-07 00:24:00,1.215815,1.2159849999999999,1.215805,1.215935,95174999.23705
2022-01-07 00:25:00,1.2159200000000001,1.21594,1.21564,1.2156500000000001,45905000.68665
