Gmt time,gmttime,High,Low,Close,Volume
2022-01-07 00:00:00,0.68983,0.6899850000000001,0.689725,0.68987,294945007.32420003
2022-01-07 00:01:00,0.68992,0.689935,0.689655,0.68967,151964996.33785
2022-01-07 00:02:00,0.68975,0.6900599999999999,0.68967,0.69001,256035003.6621
2022-01-07 00:03:00,0.69009,0.690155,0.68996,0.6900649999999999,238109992.98095
2022-01-07 00:04:00,0.69012,0.69021,0.689945,0.690185,124485000.61035001
2022-01-07 00:05:00,0.69026,0.690335,0.690055,0.6900649999999999,204525001.5259
2022-01-07 00:06:00,0.69012,0.690115,0.6898,0.689975,217154998.7793
2022-01-07 00:07:00,0.69007,0.69015,0.69,0.6900850000000001,292745002.74660003
2022-01-07 00:08:00,0.69015,0.690145,0.68996,0.6899850000000001,140224998.4741
2022-01-07 00:09:00,0.69006,0.69,0.6897,0.6897800000000001,201485000.61035
2022-01-07 00:10:00,0.68986,0.689885,0.689745,0.68977,212750007.6294
2022-01-07 00:11:00,0.68983,0.689805,0.689665,0.689675,71810001.3733
2022-01-07 00:12:00,0.68974,0.6897599999999999,0.68953,0.68954,138630001.06815
2022-01-07 00:13:00,0.6896,0.689755,0.68954,0.68957,151720001.2207
2022-01-07 00:14:00,0.68963,0.68973,0.689555,0.689615,213309997.5586
2022-01-07 00:15:00,0.68967,0.68989,0.6896,0.6896800000000001,281169998.16895
2022-01-07 00:16:00,0.68975,0.690025,0.689665,0.690025,246214996.33789998
2022-01-07 00:17:00,0.69008,0.6900649999999999,0.68977,0.689785,255529998.77929997
2022-01-07 00:18:00,0.68985,0.690025,0.6897949999999999,0.6899900000000001,165415000.91550002
2022-01-07 00:19:00,0.69008,0.69007,0.6899299999999999,0.69007,89264999.38965
2022-01-07 00:20:00,0.6901,0.6902349999999999,0.69004,0.6900999999999999,140539997.10085
2022-01-07 00:21:00,0.69017,0.6901299999999999,0.68988,0.68994,179540000.9155
2022-01-07 00:22:00,0.69,0.68998,0.68981,0.6898299999999999,103294998.16894999
2022-01-07 00:23:00,0.6899,0.69,0.68984,0.689935,97525001.52585
2022-01-07 00:24:00,0.69,0.69008,0.6898500000000001,0.689955,162215003.9673
2022-01-07 00:25:00,0.69,0.689955,0.6896500000000001,0.68968,121770004.27245
2022-01-07 00:26:00,0.68974,0.689825,0.68957,0.6896199999999999,117139999.38965
2022-01-07 00:27:00,0.68968,0.689675,0.689555,0.68959,108229999.54225
2022-01-07 00:28:00,0.68966,0.689885,0.68959,0.6897800000000001,117474998.4741
2022-01-07 00:29:00,0.68984,0.69002,0.689765,0.6899900000000001,87494998.93185
2022-01-07 00:30:00,0.69005,0.690045,0.68984,0.689845,117209999.0845
2022-01-07 00:31:00,0.68992,0.68994,0.689855,0.68988,89674999.2371
2022-01-07 00:32:00,0.68994,0.68988,0.6895800000000001,0.689615,171139999.38965
2022-01-07 00:33:00,0.68967,0.6896100000000001,0.68945,0.68954,82669998.16894999
2022-01-07 00:34:00,0.68958,0.689615,0.689515,0.68958,150625000.0
2022-01-07 00:35:00,0.68957,0.689535,0.68938,0.6894100000000001,135610000.61035
2022-01-07 00:36:00,0.68948,0.689565,0.68928,0.68943,132825004.57765001
2022-01-07 00:37:00,0.6895,0.68959,0.6894199999999999,0.6895800000000001,131439998.6267
2022-01-07 00:38:00,0.68966,0.689615,0.689295,0.68943,109264999.38964999
2022-01-07 00:39:00,0.68947,0.689415,0.6892,0.689295,134175003.05175
2022-01-07 00:40:00,0.68935,0.68947,0.68929,0.689465,118959999.0845
2022-01-07 00:41:00,0.68953,0.6897800000000001,0.68948,0.6896249999999999,172514999.38965
2022-01-07 00:42:00,0.68967,0.689615,0.6893199999999999,0.68937,195275001.52585
2022-01-07 00:43:00,0.68945,0.68947,0.68929,0.68929,209184997.5586
2022-01-07 00:44:00,0.68935,0.68944,0.6892050000000001,0.689275,183050003.05175
2022-01-07 00:45:00,0.68931,0.689365,0.6892100000000001,0.68929,228565002.4414
2022-01-07 00:46:00,0.68936,0.68953,0.6893050000000001,0.68948,222065002.4414
2022-01-07 00:47:00,0.68953,0.689635,0.68946,0.689635,191544998.16895
2022-01-07 00:48:00,0.68969,0.68984,0.6896,0.6897800000000001,250614990.23439997
2022-01-07 00:49:00,0.68984,0.689785,0.6896100000000001,0.6896500000000001,152155006.4087
2022-01-07 00:50:00,0.68969,0.689695,0.689505,0.68952,173349998.4741
2022-01-07 00:51:00,0.68958,0.689575,0.6893400000000001,0.68946,189139999.38965
2022-01-07 00:52:00,0.68952,0.68955,0.6893400000000001,0.6893800000000001,158760002.13625
2022-01-07 00:53:00,0.68945,0.6894,0.68933,0.68938,88680000.30515
2022-01-07 00:54:00,0.68946,0.6894199999999999,0.6890149999999999,0.689155,274614997.8638
2022-01-07 00:55:00,0.68924,0.6895199999999999,0.689125,0.6894899999999999,175325004.57765
2022-01-07 00:56:00,0.68957,0.689565,0.6892199999999999,0.6892199999999999,145990001.6785
2022-01-07 00:57:00,0.68927,0.689265,0.68913,0.6891700000000001,221084999.08445
2022-01-07 00:58:00,0.68922,0.6892400000000001,0.68913,0.6892,228995002.7466
2022-01-07 00:59:00,0.68927,0.6892199999999999,0.688995,0.6890799999999999,261409996.03274998
2022-01-07 01:00:00,0.68914,0.6893750000000001,0.689005,0.68937,295095008.85010004
2022-01-07 01:01:00,0.68943,0.6893800000000001,0.68911,0.68919,208194999.69480002
2022-01-07 01:02:00,0.68924,0.68919,0.68893,0.68906,235849990.84475
2022-01-07 01:03:00,0.6891,0.6890700000000001,0.68875,0.6888650000000001,323375000.0
2022-01-07 01:04:00,0.6889,0.68891,0.688775,0.688855,308745002.74654996
2022-01-07 01:05:00,0.68891,0.6888449999999999,0.688735,0.68876,156264999.38965
2022-01-07 01:06:00,0.68882,0.688815,0.688665,0.68872,250150001.52585
2022-01-07 01:07:00,0.68879,0.68878,0.68866,0.6887300000000001,148520004.2725
2022-01-07 01:08:00,0.6888,0.6887650000000001,0.68852,0.6885699999999999,185644996.64305001
2022-01-07 01:09:00,0.68863,0.688585,0.68831,0.68831,160639999.38965
2022-01-07 01:10:00,0.68834,0.688495,0.68825,0.68841,227129997.2534
2022-01-07 01:11:00,0.68847,0.688475,0.688285,0.688455,150475006.1035
2022-01-07 01:12:00,0.68854,0.6885300000000001,0.688295,0.6884049999999999,207574996.94825
2022-01-07 01:13:00,0.68848,0.688465,0.688215,0.688455,229389999.38965
2022-01-07 01:14:00,0.68852,0.688565,0.688435,0.688555,257915000.91555
2022-01-07 01:15:00,0.68862,0.688685,0.6884699999999999,0.688515,220440002.4414
2022-01-07 01:16:00,0.68858,0.68865,0.688445,0.6886399999999999,253649993.8965
2022-01-07 01:17:00,0.6887,0.688645,0.68845,0.688565,173330001.83105
2022-01-07 01:18:00,0.68862,0.688735,0.6885600000000001,0.688655,133640003.20435001
2022-01-07 01:19:00,0.68872,0.688685,0.68851,0.68867,166285003.66210002
2022-01-07 01:20:00,0.68874,0.6887,0.6885600000000001,0.68864,149315002.4414
2022-01-07 01:21:00,0.68872,0.68869,0.688555,0.688645,196080001.83105
2022-01-07 01:22:00,0.68874,0.688685,0.688545,0.688545,148185005.188
2022-01-07 01:23:00,0.68864,0.688645,0.68855,0.688635,149429996.4905
2022-01-07 01:24:00,0.68867,0.688615,0.688515,0.688535,140205001.83105
2022-01-07 01:25:00,0.6886,0.68867,0.688515,0.68866,94424999.23705
2022-01-07 01:26:00,0.68871,0.68881,0.68865,0.688755,64835000.991849996
2022-01-07 01:27:00,0.68876,0.688715,0.688655,0.6886749999999999,58959999.0845
2022-01-07 01:28:00,0.68872,0.68869,0.688535,0.6885600000000001,117715000.1526
2022-01-07 01:29:00,0.68861,0.68855,0.68831,0.688325,238560005.18800002
2022-01-07 01:30:00,0.68838,0.6883250000000001,0.68814,0.6882349999999999,180465003.9673
2022-01-07 01:31:00,0.68829,0.6882550000000001,0.68787,0.687925,188979995.72755
2022-01-07 01:32:00,0.68802,0.68825,0.687935,0.688245,289244995.1172
2022-01-07 01:33:00,0.68831,0.688375,0.68821,0.68831,205654998.77925003
2022-01-07 01:34:00,0.68838,0.6884049999999999,0.68828,0.688285,142610000.61035
2022-01-07 01:35:00,0.68834,0.68828,0.6880999999999999,0.688215,192809997.5586
2022-01-07 01:36:00,0.68826,0.688345,0.6881550000000001,0.6881600000000001,216904998.77929997
2022-01-07 01:37:00,0.68822,0.6882999999999999,0.688115,0.6882,284184997.5586
2022-01-07 01:38:00,0.68826,0.6885600000000001,0.688205,0.6885600000000001,188309993.7439
2022-01-07 01:39:00,0.68861,0.68867,0.688475,0.6886399999999999,199404998.77929997
2022-01-07 01:40:00,0.68871,0.6887300000000001,0.688475,0.6886000000000001,199205001.83104998
2022-01-07 01:41:00,0.68866,0.68865,0.688515,0.688615,177324996.9482
2022-01-07 01:42:00,0.68866,0.688605,0.688445,0.688445,166114997.86374998
2022-01-07 01:43:00,0.68849,0.6884250000000001,0.6881900000000001,0.6881900000000001,161459999.08449998
2022-01-07 01:44:00,0.68826,0.688525,0.6881999999999999,0.688495,136194999.69480002
2022-01-07 01:45:00,0.68854,0.6890000000000001,0.688455,0.6889149999999999,245999992.3706
2022-01-07 01:46:00,0.68898,0.688955,0.688775,0.68878,198314994.81199998
2022-01-07 01:47:00,0.68884,0.68893,0.6886950000000001,0.68893,207154998.7793
2022-01-07 01:48:00,0.68897,0.689005,0.688795,0.68886,245800003.05175
2022-01-07 01:49:00,0.68892,0.68898,0.688725,0.68874,282985000.61035
2022-01-07 01:50:00,0.68879,0.6888000000000001,0.6886099999999999,0.68862,183400001.52585
2022-01-07 01:51:00,0.68869,0.6887399999999999,0.6884300000000001,0.68855,166690002.44145
2022-01-07 01:52:00,0.6886,0.688795,0.688485,0.68878,251275001.5259
2022-01-07 01:53:00,0.68885,0.6888000000000001,0.68866,0.6886650000000001,184335002.8992
2022-01-07 01:54:00,0.68874,0.6887000000000001,0.688455,0.688455,153744998.9319
